	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
334	P02748	Complement component C9	Swiss-Prot	C9	1.0	['hsa05322']	KEGG_2019_Human	4.0	['WP2328', 'WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
335	P02679	Fibrinogen gamma chain	Swiss-Prot	FGG	1.0	['hsa05150']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
336	P0C0S5	Histone H2A.Z	Swiss-Prot	H2AZ1	1.0	['hsa05322']	KEGG_2019_Human						
337	P0C0S8	Histone H2A type 1	Swiss-Prot	H2AC11	1.0	['hsa05322']	KEGG_2019_Human						
338	P0C1H6	Histone H2B type F-M	Swiss-Prot	H2BW2	1.0	['hsa05322']	KEGG_2019_Human						
339	P0C5Y9	Histone H2A-Bbd type 1	Swiss-Prot	H2AB1	1.0	['hsa05322']	KEGG_2019_Human						
340	P13671	Complement component C6	Swiss-Prot	C6	1.0	['hsa05322']	KEGG_2019_Human	4.0	['WP2328', 'WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
341	P13646	Keratin, type I cytoskeletal 13	Swiss-Prot	KRT13	1.0	['hsa05150']	KEGG_2019_Human						
342	P13645	Keratin, type I cytoskeletal 10	Swiss-Prot	KRT10	1.0	['hsa05150']	KEGG_2019_Human						
343	P13612	Integrin alpha-4	Swiss-Prot	ITGA4	1.0	['hsa04514']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human			
344	P13611	Versican core protein	Swiss-Prot	VCAN	1.0	['hsa04514']	KEGG_2019_Human						
345	P13598	Intercellular adhesion molecule 2	Swiss-Prot	ICAM2	1.0	['hsa04514']	KEGG_2019_Human	2.0	['WP2806', 'WP4217']	WikiPathways_2019_Human			
346	P13591	Neural cell adhesion molecule 1	Swiss-Prot	NCAM1	1.0	['hsa04514']	KEGG_2019_Human				2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
347	P13533	Myosin-6	Swiss-Prot	MYH6	1.0	['hsa05416']	KEGG_2019_Human						
348	P12931	Proto-oncogene tyrosine-protein kinase Src	Swiss-Prot	SRC	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
349	P12883	Myosin-7	Swiss-Prot	MYH7	1.0	['hsa05416']	KEGG_2019_Human						
350	P12838	Neutrophil defensin 4	Swiss-Prot	DEFA4	1.0	['hsa05150']	KEGG_2019_Human						
351	P12830	Cadherin-1	Swiss-Prot	CDH1	1.0	['hsa04514']	KEGG_2019_Human						
352	P12814	Alpha-actinin-1	Swiss-Prot	ACTN1	1.0	['hsa05322']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human			
353	P11532	Dystrophin	Swiss-Prot	DMD	1.0	['hsa05416']	KEGG_2019_Human						
354	P11488	Guanine nucleotide-binding protein G(t) subunit alpha-1	Swiss-Prot	GNAT1	1.0	['hsa04744']	KEGG_2019_Human				5.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-202040', 'R-HSA-2485179']	Reactome_2016
355	P11226	Mannose-binding protein C	Swiss-Prot	MBL2	1.0	['hsa05150']	KEGG_2019_Human	2.0	['WP2806', 'WP4217']	WikiPathways_2019_Human			
356	P11168	Solute carrier family 2, facilitated glucose transporter member 2	Swiss-Prot	SLC2A2	1.0	['hsa04930']	KEGG_2019_Human						
357	P10966	T-cell surface glycoprotein CD8 beta chain	Swiss-Prot	CD8B	1.0	['hsa04514']	KEGG_2019_Human						
358	P10643	Complement component C7	Swiss-Prot	C7	1.0	['hsa05322']	KEGG_2019_Human	4.0	['WP2328', 'WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
359	P10586	Receptor-type tyrosine-protein phosphatase F	Swiss-Prot	PTPRF	1.0	['hsa04514']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
360	P10523	S-arrestin	Swiss-Prot	SAG	1.0	['hsa04744']	KEGG_2019_Human				4.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-2485179']	Reactome_2016
361	P10155	60 kDa SS-A/Ro ribonucleoprotein	Swiss-Prot	RO60	1.0	['hsa05322']	KEGG_2019_Human						
362	P0DP23	Calmodulin-1	Swiss-Prot	CALM1	1.0	['hsa04744']	KEGG_2019_Human				6.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-112314']	Reactome_2016
363	P0C869	Cytosolic phospholipase A2 beta	Swiss-Prot	PLA2G4B	1.0	['hsa04724']	KEGG_2019_Human						
364	P0C5Z0	Histone H2A-Bbd type 2/3	Swiss-Prot	H2AB2	1.0	['hsa05322']	KEGG_2019_Human						
365	P02533	Keratin, type I cytoskeletal 14	Swiss-Prot	KRT14	1.0	['hsa05150']	KEGG_2019_Human						
366	P01730	T-cell surface glycoprotein CD4	Swiss-Prot	CD4	1.0	['hsa04514']	KEGG_2019_Human						
367	P14209	CD99 antigen	Swiss-Prot	CD99	1.0	['hsa04514']	KEGG_2019_Human						
368	O14764	Gamma-aminobutyric acid receptor subunit delta	Swiss-Prot	GABRD	1.0	['hsa04727']	KEGG_2019_Human						
369	O60296	Trafficking kinesin-binding protein 2	Swiss-Prot	TRAK2	1.0	['hsa04727']	KEGG_2019_Human						
370	O43707	Alpha-actinin-4	Swiss-Prot	ACTN4	1.0	['hsa05322']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human			
371	O43497	Voltage-dependent T-type calcium channel subunit alpha-1G	Swiss-Prot	CACNA1G	1.0	['hsa04930']	KEGG_2019_Human						
372	O43432	Eukaryotic translation initiation factor 4 gamma 3	Swiss-Prot	EIF4G3	1.0	['hsa05416']	KEGG_2019_Human				1.0	['R-HSA-913531']	Reactome_2016
373	O15551	Claudin-3	Swiss-Prot	CLDN3	1.0	['hsa04514']	KEGG_2019_Human						
374	O15524	Suppressor of cytokine signaling 1	Swiss-Prot	SOCS1	1.0	['hsa04930']	KEGG_2019_Human				2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
375	O15399	Glutamate receptor ionotropic, NMDA 2D	Swiss-Prot	GRIN2D	1.0	['hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
376	O15394	Neural cell adhesion molecule 2	Swiss-Prot	NCAM2	1.0	['hsa04514']	KEGG_2019_Human						
377	O15303	Metabotropic glutamate receptor 6	Swiss-Prot	GRM6	1.0	['hsa04724']	KEGG_2019_Human						
378	O15263	Beta-defensin 4A	Swiss-Prot	DEFB4A	1.0	['hsa05150']	KEGG_2019_Human						
379	O14939	Phospholipase D2	Swiss-Prot	PLD2	1.0	['hsa04724']	KEGG_2019_Human						
380	O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta	Swiss-Prot	IKBKB	1.0	['hsa04930']	KEGG_2019_Human						
381	O14654	Insulin receptor substrate 4	Swiss-Prot	IRS4	1.0	['hsa04930']	KEGG_2019_Human						
382	P01584	Interleukin-1 beta	Swiss-Prot	IL1B	1.0	['hsa05332']	KEGG_2019_Human	2.0	['WP2328', 'WP706']	WikiPathways_2019_Human			
383	O14543	Suppressor of cytokine signaling 3	Swiss-Prot	SOCS3	1.0	['hsa04930']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human	2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
384	O14508	Suppressor of cytokine signaling 2	Swiss-Prot	SOCS2	1.0	['hsa04930']	KEGG_2019_Human						
385	O14493	Claudin-4	Swiss-Prot	CLDN4	1.0	['hsa04514']	KEGG_2019_Human						
386	O14490	Disks large-associated protein 1	Swiss-Prot	DLGAP1	1.0	['hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
387	O00591	Gamma-aminobutyric acid receptor subunit pi	Swiss-Prot	GABRP	1.0	['hsa04727']	KEGG_2019_Human						
388	O00501	Claudin-5	Swiss-Prot	CLDN5	1.0	['hsa04514']	KEGG_2019_Human						
389	O00459	Phosphatidylinositol 3-kinase regulatory subunit beta	Swiss-Prot	PIK3R2	1.0	['hsa04930']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human			
390	O00341	Excitatory amino acid transporter 5	Swiss-Prot	SLC1A7	1.0	['hsa04724']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
391	O00329	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	Swiss-Prot	PIK3CD	1.0	['hsa04930']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human			
392	O00222	Metabotropic glutamate receptor 8	Swiss-Prot	GRM8	1.0	['hsa04724']	KEGG_2019_Human						
393	O00187	Mannan-binding lectin serine protease 2	Swiss-Prot	MASP2	1.0	['hsa05150']	KEGG_2019_Human	3.0	['WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
394	C9JDP6	Putative claudin-25	Swiss-Prot	CLDN25	1.0	['hsa04514']	KEGG_2019_Human						
395	O60391	Glutamate receptor ionotropic, NMDA 3B	Swiss-Prot	GRIN3B	1.0	['hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
396	O60721	Sodium/potassium/calcium exchanger 1	Swiss-Prot	SLC24A1	1.0	['hsa04744']	KEGG_2019_Human				3.0	['R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-2485179']	Reactome_2016
397	O60814	Histone H2B type 1-K	Swiss-Prot	H2BC12	1.0	['hsa05322']	KEGG_2019_Human						
398	O60840	Voltage-dependent L-type calcium channel subunit alpha-1F	Swiss-Prot	CACNA1F	1.0	['hsa04727']	KEGG_2019_Human						
399	P01583	Interleukin-1 alpha	Swiss-Prot	IL1A	1.0	['hsa05332']	KEGG_2019_Human	2.0	['WP2328', 'WP706']	WikiPathways_2019_Human			
400	P01308	Insulin	Swiss-Prot	INS	1.0	['hsa04930']	KEGG_2019_Human						
401	P00751	Complement factor B	Swiss-Prot	CFB	1.0	['hsa05150']	KEGG_2019_Human	3.0	['WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
402	P00747	Plasminogen	Swiss-Prot	PLG	1.0	['hsa05150']	KEGG_2019_Human	2.0	['WP558', 'WP2806']	WikiPathways_2019_Human			
403	P00746	Complement factor D	Swiss-Prot	CFD	1.0	['hsa05150']	KEGG_2019_Human	3.0	['WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
404	P00519	Tyrosine-protein kinase ABL1	Swiss-Prot	ABL1	1.0	['hsa05416']	KEGG_2019_Human						
405	O95843	Guanylyl cyclase-activating protein 3	Swiss-Prot	GUCA1C	1.0	['hsa04744']	KEGG_2019_Human				3.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338']	Reactome_2016
406	O95832	Claudin-1	Swiss-Prot	CLDN1	1.0	['hsa04514']	KEGG_2019_Human						
407	O95500	Claudin-14	Swiss-Prot	CLDN14	1.0	['hsa04514']	KEGG_2019_Human						
408	O95484	Claudin-9	Swiss-Prot	CLDN9	1.0	['hsa04514']	KEGG_2019_Human						
409	O95471	Claudin-7	Swiss-Prot	CLDN7	1.0	['hsa04514']	KEGG_2019_Human						
410	O95297	Myelin protein zero-like protein 1	Swiss-Prot	MPZL1	1.0	['hsa04514']	KEGG_2019_Human						
411	O95166	Gamma-aminobutyric acid receptor-associated protein	Swiss-Prot	GABARAP	1.0	['hsa04727']	KEGG_2019_Human						
412	O94856	Neurofascin	Swiss-Prot	NFASC	1.0	['hsa04514']	KEGG_2019_Human						
413	O76015	Keratin, type I cuticular Ha8	Swiss-Prot	KRT38	1.0	['hsa05150']	KEGG_2019_Human						
414	O76014	Keratin, type I cuticular Ha7	Swiss-Prot	KRT37	1.0	['hsa05150']	KEGG_2019_Human						
415	O76013	Keratin, type I cuticular Ha6	Swiss-Prot	KRT36	1.0	['hsa05150']	KEGG_2019_Human						
416	O76011	Keratin, type I cuticular Ha4	Swiss-Prot	KRT34	1.0	['hsa05150']	KEGG_2019_Human						
417	O76009	Keratin, type I cuticular Ha3-I	Swiss-Prot	KRT33A	1.0	['hsa05150']	KEGG_2019_Human						
418	O75916	Regulator of G-protein signaling 9	Swiss-Prot	RGS9	1.0	['hsa04744']	KEGG_2019_Human						
419	O75899	Gamma-aminobutyric acid type B receptor subunit 2	Swiss-Prot	GABBR2	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
420	O75508	Claudin-11	Swiss-Prot	CLDN11	1.0	['hsa04514']	KEGG_2019_Human						
421	O75367	Core histone macro-H2A.1	Swiss-Prot	H2AFY	1.0	['hsa05322']	KEGG_2019_Human						
422	O75144	ICOS ligand	Swiss-Prot	ICOSLG	1.0	['hsa04514']	KEGG_2019_Human						
423	O75056	Syndecan-3	Swiss-Prot	SDC3	1.0	['hsa04514']	KEGG_2019_Human				1.0	['R-HSA-2187338']	Reactome_2016
424	P14151	L-selectin	Swiss-Prot	SELL	1.0	['hsa04514']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
425	P14618	Pyruvate kinase PKM	Swiss-Prot	PKM	1.0	['hsa04930']	KEGG_2019_Human						
426	P53779	Mitogen-activated protein kinase 10	Swiss-Prot	MAPK10	1.0	['hsa04930']	KEGG_2019_Human						
427	P39086	Glutamate receptor ionotropic, kainate 1	Swiss-Prot	GRIK1	1.0	['hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
428	P43005	Excitatory amino acid transporter 3	Swiss-Prot	SLC1A1	1.0	['hsa04724']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
429	A8MPY1	Gamma-aminobutyric acid receptor subunit rho-3	Swiss-Prot	GABRR3	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
430	P43003	Excitatory amino acid transporter 1	Swiss-Prot	SLC1A3	1.0	['hsa04724']	KEGG_2019_Human	2.0	['WP706', 'WP2267']	WikiPathways_2019_Human	2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
431	P42684	Tyrosine-protein kinase ABL2	Swiss-Prot	ABL2	1.0	['hsa05416']	KEGG_2019_Human						
432	P42574	Caspase-3	Swiss-Prot	CASP3	1.0	['hsa05416']	KEGG_2019_Human	2.0	['WP2328', 'WP706']	WikiPathways_2019_Human			
433	P42345	Serine/threonine-protein kinase mTOR	Swiss-Prot	MTOR	1.0	['hsa04930']	KEGG_2019_Human						
434	P42338	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	Swiss-Prot	PIK3CB	1.0	['hsa04930']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human			
435	P42336	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	Swiss-Prot	PIK3CA	1.0	['hsa04930']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human			
436	P42263	Glutamate receptor 3	Swiss-Prot	GRIA3	1.0	['hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
437	P42262	Glutamate receptor 2	Swiss-Prot	GRIA2	1.0	['hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
438	P42261	Glutamate receptor 1	Swiss-Prot	GRIA1	1.0	['hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
439	P41594	Metabotropic glutamate receptor 5	Swiss-Prot	GRM5	1.0	['hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
440	P35913	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta	Swiss-Prot	PDE6B	1.0	['hsa04744']	KEGG_2019_Human				4.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-2485179']	Reactome_2016
441	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b	Swiss-Prot	FCGR2B	1.0	['hsa05150']	KEGG_2019_Human						
442	P35900	Keratin, type I cytoskeletal 20	Swiss-Prot	KRT20	1.0	['hsa05150']	KEGG_2019_Human						
443	P35626	Beta-adrenergic receptor kinase 2	Swiss-Prot	GRK3	1.0	['hsa04724']	KEGG_2019_Human						
444	P35568	Insulin receptor substrate 1	Swiss-Prot	IRS1	1.0	['hsa04930']	KEGG_2019_Human						
445	P35557	Hexokinase-4	Swiss-Prot	GCK	1.0	['hsa04930']	KEGG_2019_Human	1.0	['WP706']	WikiPathways_2019_Human			
446	P35527	Keratin, type I cytoskeletal 9	Swiss-Prot	KRT9	1.0	['hsa05150']	KEGG_2019_Human						
447	P35243	Recoverin	Swiss-Prot	RCVRN	1.0	['hsa04744']	KEGG_2019_Human				3.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338']	Reactome_2016
448	P34903	Gamma-aminobutyric acid receptor subunit alpha-3	Swiss-Prot	GABRA3	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
449	P34741	Syndecan-2	Swiss-Prot	SDC2	1.0	['hsa04514']	KEGG_2019_Human				1.0	['R-HSA-2187338']	Reactome_2016
450	P33778	Histone H2B type 1-B	Swiss-Prot	HIST1H2BB	1.0	['hsa05322']	KEGG_2019_Human						
451	P33151	Cadherin-5	Swiss-Prot	CDH5	1.0	['hsa04514']	KEGG_2019_Human						
452	P32942	Intercellular adhesion molecule 3	Swiss-Prot	ICAM3	1.0	['hsa04514']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human			
453	P32004	Neural cell adhesion molecule L1	Swiss-Prot	L1CAM	1.0	['hsa04514']	KEGG_2019_Human						
454	P43080	Guanylyl cyclase-activating protein 1	Swiss-Prot	GUCA1A	1.0	['hsa04744']	KEGG_2019_Human				3.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338']	Reactome_2016
455	P43626	Killer cell immunoglobulin-like receptor 2DL1	Swiss-Prot	KIR2DL1	1.0	['hsa05332']	KEGG_2019_Human						
456	P43627	Killer cell immunoglobulin-like receptor 2DL2	Swiss-Prot	KIR2DL2	1.0	['hsa05332']	KEGG_2019_Human						
457	P43628	Killer cell immunoglobulin-like receptor 2DL3	Swiss-Prot	KIR2DL3	1.0	['hsa05332']	KEGG_2019_Human						
458	P53708	Integrin alpha-8	Swiss-Prot	ITGA8	1.0	['hsa04514']	KEGG_2019_Human						
459	P52945	Pancreas/duodenum homeobox protein 1	Swiss-Prot	PDX1	1.0	['hsa04930']	KEGG_2019_Human						
460	P52790	Hexokinase-3	Swiss-Prot	HK3	1.0	['hsa04930']	KEGG_2019_Human						
461	P52789	Hexokinase-2	Swiss-Prot	HK2	1.0	['hsa04930']	KEGG_2019_Human						
462	P51841	Retinal guanylyl cyclase 2	Swiss-Prot	GUCY2F	1.0	['hsa04744']	KEGG_2019_Human				3.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338']	Reactome_2016
463	P50148	Guanine nucleotide-binding protein G(q) subunit alpha	Swiss-Prot	GNAQ	1.0	['hsa04724']	KEGG_2019_Human						
464	P49913	Cathelicidin antimicrobial peptide	Swiss-Prot	CAMP	1.0	['hsa05150']	KEGG_2019_Human						
465	P48995	Short transient receptor potential channel 1	Swiss-Prot	TRPC1	1.0	['hsa04724']	KEGG_2019_Human						
466	P48740	Mannan-binding lectin serine protease 1	Swiss-Prot	MASP1	1.0	['hsa05150']	KEGG_2019_Human	3.0	['WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
467	P48664	Excitatory amino acid transporter 4	Swiss-Prot	SLC1A6	1.0	['hsa04724']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
468	P48549	G protein-activated inward rectifier potassium channel 1	Swiss-Prot	KCNJ3	1.0	['hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
469	P48454	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform	Swiss-Prot	PPP3CC	1.0	['hsa04724']	KEGG_2019_Human						
470	P48169	Gamma-aminobutyric acid receptor subunit alpha-4	Swiss-Prot	GABRA4	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
471	P48066	Sodium- and chloride-dependent GABA transporter 3	Swiss-Prot	SLC6A11	1.0	['hsa04727']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
472	P48065	Sodium- and chloride-dependent betaine transporter	Swiss-Prot	SLC6A12	1.0	['hsa04727']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
473	P48058	Glutamate receptor 4	Swiss-Prot	GRIA4	1.0	['hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
474	P48051	G protein-activated inward rectifier potassium channel 2	Swiss-Prot	KCNJ6	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
475	P47870	Gamma-aminobutyric acid receptor subunit beta-2	Swiss-Prot	GABRB2	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
476	P47869	Gamma-aminobutyric acid receptor subunit alpha-2	Swiss-Prot	GABRA2	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
477	P47712	Cytosolic phospholipase A2	Swiss-Prot	PLA2G4A	1.0	['hsa04724']	KEGG_2019_Human						
478	P46459	Vesicle-fusing ATPase	Swiss-Prot	NSF	1.0	['hsa04727']	KEGG_2019_Human	1.0	['WP2267']	WikiPathways_2019_Human	3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
479	P45984	Mitogen-activated protein kinase 9	Swiss-Prot	MAPK9	1.0	['hsa04930']	KEGG_2019_Human						
480	P45983	Mitogen-activated protein kinase 8	Swiss-Prot	MAPK8	1.0	['hsa04930']	KEGG_2019_Human						
481	P43630	Killer cell immunoglobulin-like receptor 3DL2	Swiss-Prot	KIR3DL2	1.0	['hsa05332']	KEGG_2019_Human						
482	P43629	Killer cell immunoglobulin-like receptor 3DL1	Swiss-Prot	KIR3DL1	1.0	['hsa05332']	KEGG_2019_Human						
483	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c	Swiss-Prot	FCGR2C	1.0	['hsa05150']	KEGG_2019_Human						
484	P31644	Gamma-aminobutyric acid receptor subunit alpha-5	Swiss-Prot	GABRA5	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
485	P14672	Solute carrier family 2, facilitated glucose transporter member 4	Swiss-Prot	SLC2A4	1.0	['hsa04930']	KEGG_2019_Human						
486	P18545	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	Swiss-Prot	PDE6G	1.0	['hsa04744']	KEGG_2019_Human				4.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-2485179']	Reactome_2016
487	P21462	fMet-Leu-Phe receptor	Swiss-Prot	FPR1	1.0	['hsa05150']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
488	P20916	Myelin-associated glycoprotein	Swiss-Prot	MAG	1.0	['hsa04514']	KEGG_2019_Human						
489	P20671	Histone H2A type 1-D	Swiss-Prot	H2AC7	1.0	['hsa05322']	KEGG_2019_Human						
490	P20273	B-cell receptor CD22	Swiss-Prot	CD22	1.0	['hsa04514']	KEGG_2019_Human						
491	P19474	E3 ubiquitin-protein ligase TRIM21	Swiss-Prot	TRIM21	1.0	['hsa05322']	KEGG_2019_Human				2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
492	P19367	Hexokinase-1	Swiss-Prot	HK1	1.0	['hsa04930']	KEGG_2019_Human						
493	P19320	Vascular cell adhesion protein 1	Swiss-Prot	VCAM1	1.0	['hsa04514']	KEGG_2019_Human				2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
494	P19256	Lymphocyte function-associated antigen 3	Swiss-Prot	CD58	1.0	['hsa04514']	KEGG_2019_Human						
495	P19087	Guanine nucleotide-binding protein G(t) subunit alpha-2	Swiss-Prot	GNAT2	1.0	['hsa04744']	KEGG_2019_Human				1.0	['R-HSA-202040']	Reactome_2016
496	P19022	Cadherin-2	Swiss-Prot	CDH2	1.0	['hsa04514']	KEGG_2019_Human						
497	P19012	Keratin, type I cytoskeletal 15	Swiss-Prot	KRT15	1.0	['hsa05150']	KEGG_2019_Human						
498	P18827	Syndecan-1	Swiss-Prot	SDC1	1.0	['hsa04514']	KEGG_2019_Human				1.0	['R-HSA-2187338']	Reactome_2016
499	P18507	Gamma-aminobutyric acid receptor subunit gamma-2	Swiss-Prot	GABRG2	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
500	P31431	Syndecan-4	Swiss-Prot	SDC4	1.0	['hsa04514']	KEGG_2019_Human				1.0	['R-HSA-2187338']	Reactome_2016
501	P18505	Gamma-aminobutyric acid receptor subunit beta-1	Swiss-Prot	GABRB1	1.0	['hsa04727']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
502	P16581	E-selectin	Swiss-Prot	SELE	1.0	['hsa04514']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
503	P16499	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha	Swiss-Prot	PDE6A	1.0	['hsa04744']	KEGG_2019_Human				4.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-2485179']	Reactome_2016
504	P16410	Cytotoxic T-lymphocyte protein 4	Swiss-Prot	CTLA4	1.0	['hsa04514']	KEGG_2019_Human	1.0	['WP2328']	WikiPathways_2019_Human			
505	P16298	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	Swiss-Prot	PPP3CB	1.0	['hsa04724']	KEGG_2019_Human						
506	P16284	Platelet endothelial cell adhesion molecule	Swiss-Prot	PECAM1	1.0	['hsa04514']	KEGG_2019_Human						
507	P16150	Leukosialin	Swiss-Prot	SPN	1.0	['hsa04514']	KEGG_2019_Human						
508	P16104	Histone H2AX	Swiss-Prot	H2AFX	1.0	['hsa05322']	KEGG_2019_Human	1.0	['WP4016']	WikiPathways_2019_Human			
509	P15153	Ras-related C3 botulinum toxin substrate 2	Swiss-Prot	RAC2	1.0	['hsa05416']	KEGG_2019_Human						
510	P15151	Poliovirus receptor	Swiss-Prot	PVR	1.0	['hsa04514']	KEGG_2019_Human						
