	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
115	P15336	Cyclic AMP-dependent transcription factor ATF-2	Swiss-Prot	ATF2	2.0	['hsa04211', 'hsa04926']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
116	P15056	Serine/threonine-protein kinase B-raf	Swiss-Prot	BRAF	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human						
117	Q9UBS0	Ribosomal protein S6 kinase beta-2	Swiss-Prot	RPS6KB2	2.0	['hsa04211', 'hsa04910']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
118	P14672	Solute carrier family 2, facilitated glucose transporter member 4	Swiss-Prot	SLC2A4	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
119	P10721	Mast/stem cell growth factor receptor Kit	Swiss-Prot	KIT	2.0	['hsa04072', 'hsa04916']	KEGG_2019_Human	1.0	[' WP3640']	WikiPathways_2019_Human			
120	P10398	Serine/threonine-protein kinase A-Raf	Swiss-Prot	ARAF	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human						
121	P0DP25	Calmodulin-3	Swiss-Prot	CALM3	2.0	['hsa04916', 'hsa04910']	KEGG_2019_Human						
122	P0DP23	Calmodulin-1	Swiss-Prot	CALM1	2.0	['hsa04916', 'hsa04910']	KEGG_2019_Human				2.0	['R-HSA-163615', 'R-HSA-111931']	Reactome_2016
123	Q9UK08	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8	Swiss-Prot	GNG8	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
124	Q96GE6	Calmodulin-like protein 4	Swiss-Prot	CALML4	2.0	['hsa04916', 'hsa04910']	KEGG_2019_Human						
125	P35557	Hexokinase-4	Swiss-Prot	GCK	2.0	['hsa04910', 'hsa04917']	KEGG_2019_Human						
126	P30279	G1/S-specific cyclin-D2	Swiss-Prot	CCND2	2.0	['hsa04068', 'hsa04917']	KEGG_2019_Human						
127	Q13370	cGMP-inhibited 3',5'-cyclic phosphodiesterase B	Swiss-Prot	PDE3B	2.0	['hsa04923', 'hsa04910']	KEGG_2019_Human	1.0	[' WP4222']	WikiPathways_2019_Human			
128	P63215	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	Swiss-Prot	GNG3	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
129	P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	Swiss-Prot	GNG5	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
130	P62879	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	Swiss-Prot	GNB2	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
131	P62873	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	Swiss-Prot	GNB1	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
132	P61952	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11	Swiss-Prot	GNG11	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
133	P60520	Gamma-aminobutyric acid receptor-associated protein-like 2	Swiss-Prot	GABARAPL2	2.0	['hsa04068', 'hsa04727']	KEGG_2019_Human						
134	P59768	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	Swiss-Prot	GNG2	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
135	Q05469	Hormone-sensitive lipase	Swiss-Prot	LIPE	2.0	['hsa04923', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP4321']	WikiPathways_2019_Human			
136	Q05513	Protein kinase C zeta type	Swiss-Prot	PRKCZ	2.0	['hsa04926', 'hsa04910']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
137	Q09472	Histone acetyltransferase p300	Swiss-Prot	EP300	2.0	['hsa04916', 'hsa04068']	KEGG_2019_Human	1.0	[' WP61']	WikiPathways_2019_Human	2.0	['R-HSA-2122947', 'R-HSA-1980143']	Reactome_2016
138	P50151	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	Swiss-Prot	GNG10	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
139	P50150	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	Swiss-Prot	GNG4	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
140	Q13255	Metabotropic glutamate receptor 1	Swiss-Prot	GRM1	2.0	['hsa04072', 'hsa04068']	KEGG_2019_Human						
141	P46459	Vesicle-fusing ATPase	Swiss-Prot	NSF	2.0	['hsa04962', 'hsa04727']	KEGG_2019_Human						
142	P30518	Vasopressin V2 receptor	Swiss-Prot	AVPR2	2.0	['hsa04072', 'hsa04962']	KEGG_2019_Human						
143	Q13541	Eukaryotic translation initiation factor 4E-binding protein 1	Swiss-Prot	EIF4EBP1	2.0	['hsa04211', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
144	Q15831	Serine/threonine-protein kinase STK11	Swiss-Prot	STK11	2.0	['hsa04211', 'hsa04068']	KEGG_2019_Human						
145	P40763	Signal transducer and activator of transcription 3	Swiss-Prot	STAT3	2.0	['hsa04068', 'hsa04917']	KEGG_2019_Human	1.0	[' WP61']	WikiPathways_2019_Human			
146	P37173	TGF-beta receptor type-2	Swiss-Prot	TGFBR2	2.0	['hsa04926', 'hsa04068']	KEGG_2019_Human						
147	Q16822	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	Swiss-Prot	PCK2	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human						
148	P36897	TGF-beta receptor type-1	Swiss-Prot	TGFBR1	2.0	['hsa04926', 'hsa04068']	KEGG_2019_Human						
149	Q8N122	Regulatory-associated protein of mTOR	Swiss-Prot	RPTOR	2.0	['hsa04211', 'hsa04910']	KEGG_2019_Human	2.0	[' WP3915', ' WP4321']	WikiPathways_2019_Human			
150	P35575	Glucose-6-phosphatase	Swiss-Prot	G6PC	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human	1.0	[' WP3915']	WikiPathways_2019_Human			
151	Q8TD86	Calmodulin-like protein 6	Swiss-Prot	CALML6	2.0	['hsa04916', 'hsa04910']	KEGG_2019_Human						
152	P35558	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	Swiss-Prot	PCK1	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human	1.0	[' WP3915']	WikiPathways_2019_Human			
153	P63211	Guanine nucleotide-binding protein G(T) subunit gamma-T1	Swiss-Prot	GNGT1	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
154	Q8WXH5	Suppressor of cytokine signaling 4	Swiss-Prot	SOCS4	2.0	['hsa04910', 'hsa04917']	KEGG_2019_Human						
155	Q92793	CREB-binding protein	Swiss-Prot	CREBBP	2.0	['hsa04916', 'hsa04068']	KEGG_2019_Human				2.0	['R-HSA-2122947', 'R-HSA-1980143']	Reactome_2016
156	P08069	Insulin-like growth factor 1 receptor	Swiss-Prot	IGF1R	2.0	['hsa04211', 'hsa04068']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
157	A0A024R056		TrEMBL		2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
158	O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta	Swiss-Prot	IKBKB	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
159	P05305	Endothelin-1	Swiss-Prot	EDN1	2.0	['hsa04916', 'hsa04926']	KEGG_2019_Human						
160	A6NMX2	Eukaryotic translation initiation factor 4E type 1B	Swiss-Prot	EIF4E1B	2.0	['hsa04211', 'hsa04910']	KEGG_2019_Human						
161	P05019	Insulin-like growth factor I	Swiss-Prot	IGF1	2.0	['hsa04211', 'hsa04068']	KEGG_2019_Human						
162	P04179	Superoxide dismutase [Mn], mitochondrial	Swiss-Prot	SOD2	2.0	['hsa04211', 'hsa04068']	KEGG_2019_Human						
163	P01133	Pro-epidermal growth factor	Swiss-Prot	EGF	2.0	['hsa04072', 'hsa04068']	KEGG_2019_Human						
164	P01185	Vasopressin-neurophysin 2-copeptin	Swiss-Prot	AVP	2.0	['hsa04072', 'hsa04962']	KEGG_2019_Human						
165	P01215	Glycoprotein hormones alpha chain	Swiss-Prot	CGA	2.0	['hsa04923', 'hsa04917']	KEGG_2019_Human						
166	O14610	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	Swiss-Prot	GNGT2	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
167	O15530	3-phosphoinositide-dependent protein kinase 1	Swiss-Prot	PDPK1	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
168	O15524	Suppressor of cytokine signaling 1	Swiss-Prot	SOCS1	2.0	['hsa04910', 'hsa04917']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
169	P01100	Proto-oncogene c-Fos	Swiss-Prot	FOS	2.0	['hsa04926', 'hsa04917']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
170	P05129	Protein kinase C gamma type	Swiss-Prot	PRKCG	2.0	['hsa04916', 'hsa04727']	KEGG_2019_Human						
171	O60262	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	Swiss-Prot	GNG7	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
172	O14543	Suppressor of cytokine signaling 3	Swiss-Prot	SOCS3	2.0	['hsa04910', 'hsa04917']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
173	P04040	Catalase	Swiss-Prot	CAT	2.0	['hsa04211', 'hsa04068']	KEGG_2019_Human						
174	P01137	Transforming growth factor beta-1 proprotein	Swiss-Prot	TGFB1	2.0	['hsa04926', 'hsa04068']	KEGG_2019_Human						
175	O60573	Eukaryotic translation initiation factor 4E type 2	Swiss-Prot	EIF4E2	2.0	['hsa04211', 'hsa04910']	KEGG_2019_Human						
176	P05771	Protein kinase C beta type	Swiss-Prot	PRKCB	2.0	['hsa04916', 'hsa04727']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
177	A0A024R3R8		TrEMBL	GNG4	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
178	B4DXN7	Receptor protein serine/threonine kinase	TrEMBL		2.0	['hsa04926', 'hsa04068']	KEGG_2019_Human						
179	O14775	Guanine nucleotide-binding protein subunit beta-5	Swiss-Prot	GNB5	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
180	O95166	Gamma-aminobutyric acid receptor-associated protein	Swiss-Prot	GABARAP	2.0	['hsa04068', 'hsa04727']	KEGG_2019_Human						
181	O14508	Suppressor of cytokine signaling 2	Swiss-Prot	SOCS2	2.0	['hsa04910', 'hsa04917']	KEGG_2019_Human						
182	Q59FF7	Diacylglycerol kinase	TrEMBL		1.0	['hsa04072']	KEGG_2019_Human						
183	Q2TB90	Hexokinase HKDC1	Swiss-Prot	HKDC1	1.0	['hsa04910']	KEGG_2019_Human						
184	O00744	Protein Wnt-10b	Swiss-Prot	WNT10B	1.0	['hsa04916']	KEGG_2019_Human						
185	O14495	Phospholipid phosphatase 3	Swiss-Prot	PLPP3	1.0	['hsa04072']	KEGG_2019_Human						
186	Q6ZSY5	Protein phosphatase 1 regulatory subunit 3F	Swiss-Prot	PPP1R3F	1.0	['hsa04910']	KEGG_2019_Human						
187	O00755	Protein Wnt-7a	Swiss-Prot	WNT7A	1.0	['hsa04916']	KEGG_2019_Human						
188	Q6FGP0		TrEMBL	MRAS	1.0	['hsa04072']	KEGG_2019_Human						
189	Q68DD2	Cytosolic phospholipase A2 zeta	Swiss-Prot	PLA2G4F	1.0	['hsa04072']	KEGG_2019_Human						
190	Q5UE93	Phosphoinositide 3-kinase regulatory subunit 6	Swiss-Prot	PIK3R6	1.0	['hsa04072']	KEGG_2019_Human						
191	O00757	Fructose-1,6-bisphosphatase isozyme 2	Swiss-Prot	FBP2	1.0	['hsa04910']	KEGG_2019_Human						
192	Q5V9X9		TrEMBL	CACNA1C	1.0	['hsa04727']	KEGG_2019_Human						
193	Q59HG8		TrEMBL		1.0	['hsa04727']	KEGG_2019_Human						
194	Q3MJ16	Cytosolic phospholipase A2 epsilon	Swiss-Prot	PLA2G4E	1.0	['hsa04072']	KEGG_2019_Human						
195	O14494	Phospholipid phosphatase 1	Swiss-Prot	PLPP1	1.0	['hsa04072']	KEGG_2019_Human						
196	O00763	Acetyl-CoA carboxylase 2	Swiss-Prot	ACACB	1.0	['hsa04910']	KEGG_2019_Human						
197	O14492	SH2B adapter protein 2	Swiss-Prot	SH2B2	1.0	['hsa04910']	KEGG_2019_Human						
198	Q53GA5		TrEMBL		1.0	['hsa04211']	KEGG_2019_Human						
199	Q5H9Q5	Non-specific serine/threonine protein kinase	TrEMBL	DKFZp781N0293	1.0	['hsa04068']	KEGG_2019_Human						
200	Q59FD4		TrEMBL		1.0	['hsa04910']	KEGG_2019_Human						
201	Q5KSL6	Diacylglycerol kinase kappa	Swiss-Prot	DGKK	1.0	['hsa04072']	KEGG_2019_Human						
202	Q86XP1	Diacylglycerol kinase eta	Swiss-Prot	DGKH	1.0	['hsa04072']	KEGG_2019_Human						
203	Q7LDD5		TrEMBL	CAMK2A	1.0	['hsa04916']	KEGG_2019_Human						
204	Q7Z3H3		TrEMBL	ATG5	1.0	['hsa04211']	KEGG_2019_Human						
205	Q8WYR1	Phosphoinositide 3-kinase regulatory subunit 5	Swiss-Prot	PIK3R5	1.0	['hsa04072']	KEGG_2019_Human						
206	O00141	Serine/threonine-protein kinase Sgk1	Swiss-Prot	SGK1	1.0	['hsa04068']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
207	Q8WXF3	Relaxin-3	Swiss-Prot	RLN3	1.0	['hsa04926']	KEGG_2019_Human						
208	Q8WXD0	Relaxin receptor 2	Swiss-Prot	RXFP2	1.0	['hsa04926']	KEGG_2019_Human						
209	Q8WWL7	G2/mitotic-specific cyclin-B3	Swiss-Prot	CCNB3	1.0	['hsa04068']	KEGG_2019_Human						
210	Q8WUX1	Sodium-coupled neutral amino acid transporter 5	Swiss-Prot	SLC38A5	1.0	['hsa04727']	KEGG_2019_Human						
211	Q8WTS6	Histone-lysine N-methyltransferase SETD7	Swiss-Prot	SETD7	1.0	['hsa04068']	KEGG_2019_Human						
212	Q8WTS1	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	Swiss-Prot	ABHD5	1.0	['hsa04923']	KEGG_2019_Human						
213	O00144	Frizzled-9	Swiss-Prot	FZD9	1.0	['hsa04916']	KEGG_2019_Human						
214	Q8TDY2	RB1-inducible coiled-coil protein 1	Swiss-Prot	RB1CC1	1.0	['hsa04211']	KEGG_2019_Human						
215	Q8TDU9	Relaxin-3 receptor 2	Swiss-Prot	RXFP4	1.0	['hsa04926']	KEGG_2019_Human						
216	O00222	Metabotropic glutamate receptor 8	Swiss-Prot	GRM8	1.0	['hsa04072']	KEGG_2019_Human						
217	Q8TCX1	Cytoplasmic dynein 2 light intermediate chain 1	Swiss-Prot	DYNC2LI1	1.0	['hsa04962']	KEGG_2019_Human						
218	Q8TCJ0	F-box only protein 25	Swiss-Prot	FBXO25	1.0	['hsa04068']	KEGG_2019_Human						
219	O00399	Dynactin subunit 6	Swiss-Prot	DCTN6	1.0	['hsa04962']	KEGG_2019_Human						
220	Q8NCM8	Cytoplasmic dynein 2 heavy chain 1	Swiss-Prot	DYNC2H1	1.0	['hsa04962']	KEGG_2019_Human						
221	O00444	Serine/threonine-protein kinase PLK4	Swiss-Prot	PLK4	1.0	['hsa04068']	KEGG_2019_Human						
222	Q8N542		TrEMBL	DYNC1I1	1.0	['hsa04962']	KEGG_2019_Human						
223	Q8N1C3	Gamma-aminobutyric acid receptor subunit gamma-1	Swiss-Prot	GABRG1	1.0	['hsa04727']	KEGG_2019_Human						
224	O00555	Voltage-dependent P/Q-type calcium channel subunit alpha-1A	Swiss-Prot	CACNA1A	1.0	['hsa04727']	KEGG_2019_Human						
225	Q8IVA8		TrEMBL	GAD1	1.0	['hsa04727']	KEGG_2019_Human						
226	Q86YM7	Homer protein homolog 1	Swiss-Prot	HOMER1	1.0	['hsa04068']	KEGG_2019_Human						
227	Q16816	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	Swiss-Prot	PHKG1	1.0	['hsa04910']	KEGG_2019_Human						
228	Q86XP0	Cytosolic phospholipase A2 delta	Swiss-Prot	PLA2G4D	1.0	['hsa04072']	KEGG_2019_Human						
229	Q86XI6	Protein phosphatase 1 regulatory subunit 3B	Swiss-Prot	PPP1R3B	1.0	['hsa04910']	KEGG_2019_Human						
230	Q86V24	Adiponectin receptor protein 2	Swiss-Prot	ADIPOR2	1.0	['hsa04211']	KEGG_2019_Human						
231	O00591	Gamma-aminobutyric acid receptor subunit pi	Swiss-Prot	GABRP	1.0	['hsa04727']	KEGG_2019_Human						
232	Q16821	Protein phosphatase 1 regulatory subunit 3A	Swiss-Prot	PPP1R3A	1.0	['hsa04910']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
233	Q15796	Mothers against decapentaplegic homolog 2	Swiss-Prot	SMAD2	1.0	['hsa04926']	KEGG_2019_Human						
234	Q16760	Diacylglycerol kinase delta	Swiss-Prot	DGKD	1.0	['hsa04072']	KEGG_2019_Human						
235	O14641	Segment polarity protein dishevelled homolog DVL-2	Swiss-Prot	DVL2	1.0	['hsa04916']	KEGG_2019_Human	1.0	[' WP2064']	WikiPathways_2019_Human			
236	Q13554	Calcium/calmodulin-dependent protein kinase type II subunit beta	Swiss-Prot	CAMK2B	1.0	['hsa04916']	KEGG_2019_Human						
237	O14576	Cytoplasmic dynein 1 intermediate chain 1	Swiss-Prot	DYNC1I1	1.0	['hsa04962']	KEGG_2019_Human						
238	Q13485	Mothers against decapentaplegic homolog 4	Swiss-Prot	SMAD4	1.0	['hsa04068']	KEGG_2019_Human						
239	Q13480	GRB2-associated-binding protein 1	Swiss-Prot	GAB1	1.0	['hsa04072']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
240	Q13467	Frizzled-5	Swiss-Prot	FZD5	1.0	['hsa04916']	KEGG_2019_Human						
241	Q13409	Cytoplasmic dynein 1 intermediate chain 2	Swiss-Prot	DYNC1I2	1.0	['hsa04962']	KEGG_2019_Human						
242	Q13393	Phospholipase D1	Swiss-Prot	PLD1	1.0	['hsa04072']	KEGG_2019_Human						
243	Q13315	Serine-protein kinase ATM	Swiss-Prot	ATM	1.0	['hsa04068']	KEGG_2019_Human						
244	Q13309	S-phase kinase-associated protein 2	Swiss-Prot	SKP2	1.0	['hsa04068']	KEGG_2019_Human	1.0	[' WP3640']	WikiPathways_2019_Human			
245	O14640	Segment polarity protein dishevelled homolog DVL-1	Swiss-Prot	DVL1	1.0	['hsa04916']	KEGG_2019_Human	1.0	[' WP2064']	WikiPathways_2019_Human			
246	Q13237	cGMP-dependent protein kinase 2	Swiss-Prot	PRKG2	1.0	['hsa04923']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
247	Q13191	E3 ubiquitin-protein ligase CBL-B	Swiss-Prot	CBLB	1.0	['hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
248	Q13085	Acetyl-CoA carboxylase 1	Swiss-Prot	ACACA	1.0	['hsa04910']	KEGG_2019_Human						
249	Q13557	Calcium/calmodulin-dependent protein kinase type II subunit delta	Swiss-Prot	CAMK2D	1.0	['hsa04916']	KEGG_2019_Human						
250	Q13043	Serine/threonine-protein kinase 4	Swiss-Prot	STK4	1.0	['hsa04068']	KEGG_2019_Human						
251	Q12983	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	Swiss-Prot	BNIP3	1.0	['hsa04068']	KEGG_2019_Human						
252	Q12967	Ral guanine nucleotide dissociation stimulator	Swiss-Prot	RALGDS	1.0	['hsa04072']	KEGG_2019_Human						
253	Q12846	Syntaxin-4	Swiss-Prot	STX4	1.0	['hsa04962']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
254	O14733	Dual specificity mitogen-activated protein kinase kinase 7	Swiss-Prot	MAP2K7	1.0	['hsa04926']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
255	O14764	Gamma-aminobutyric acid receptor subunit delta	Swiss-Prot	GABRD	1.0	['hsa04727']	KEGG_2019_Human						
256	Q08999	Retinoblastoma-like protein 2	Swiss-Prot	RBL2	1.0	['hsa04068']	KEGG_2019_Human						
257	O14788	Tumor necrosis factor ligand superfamily member 11	Swiss-Prot	TNFSF11	1.0	['hsa04917']	KEGG_2019_Human						
258	O14807	Ras-related protein M-Ras	Swiss-Prot	MRAS	1.0	['hsa04072']	KEGG_2019_Human						
259	O14904	Protein Wnt-9a	Swiss-Prot	WNT9A	1.0	['hsa04916']	KEGG_2019_Human						
260	Q07812	Apoptosis regulator BAX	Swiss-Prot	BAX	1.0	['hsa04211']	KEGG_2019_Human						
261	Q06124	Tyrosine-protein phosphatase non-receptor type 11	Swiss-Prot	PTPN11	1.0	['hsa04072']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
262	Q13555	Calcium/calmodulin-dependent protein kinase type II subunit gamma	Swiss-Prot	CAMK2G	1.0	['hsa04916']	KEGG_2019_Human						
263	Q13561	Dynactin subunit 2	Swiss-Prot	DCTN2	1.0	['hsa04962']	KEGG_2019_Human						
264	Q16589	Cyclin-G2	Swiss-Prot	CCNG2	1.0	['hsa04068']	KEGG_2019_Human						
265	Q14832	Metabotropic glutamate receptor 3	Swiss-Prot	GRM3	1.0	['hsa04072']	KEGG_2019_Human						
266	Q16566	Calcium/calmodulin-dependent protein kinase type IV	Swiss-Prot	CAMK4	1.0	['hsa04211']	KEGG_2019_Human						
267	Q16445	Gamma-aminobutyric acid receptor subunit alpha-6	Swiss-Prot	GABRA6	1.0	['hsa04727']	KEGG_2019_Human						
268	Q15907	Ras-related protein Rab-11B	Swiss-Prot	RAB11B	1.0	['hsa04962']	KEGG_2019_Human						
269	Q15848	Adiponectin	Swiss-Prot	ADIPOQ	1.0	['hsa04211']	KEGG_2019_Human						
270	O14512	Suppressor of cytokine signaling 7	Swiss-Prot	SOCS7	1.0	['hsa04917']	KEGG_2019_Human						
271	Q92482	Aquaporin-3	Swiss-Prot	AQP3	1.0	['hsa04962']	KEGG_2019_Human						
272	O14520	Aquaporin-7	Swiss-Prot	AQP7	1.0	['hsa04923']	KEGG_2019_Human						
273	Q15642	Cdc42-interacting protein 4	Swiss-Prot	TRIP10	1.0	['hsa04910']	KEGG_2019_Human	1.0	[' WP3915']	WikiPathways_2019_Human			
274	Q15438	Cytohesin-1	Swiss-Prot	CYTH1	1.0	['hsa04072']	KEGG_2019_Human						
275	O14544	Suppressor of cytokine signaling 6	Swiss-Prot	SOCS6	1.0	['hsa04917']	KEGG_2019_Human						
276	Q15111	Inactive phospholipase C-like protein 1	Swiss-Prot	PLCL1	1.0	['hsa04727']	KEGG_2019_Human						
277	Q14833	Metabotropic glutamate receptor 4	Swiss-Prot	GRM4	1.0	['hsa04072']	KEGG_2019_Human						
278	Q14831	Metabotropic glutamate receptor 7	Swiss-Prot	GRM7	1.0	['hsa04072']	KEGG_2019_Human						
279	Q13574	Diacylglycerol kinase zeta	Swiss-Prot	DGKZ	1.0	['hsa04072']	KEGG_2019_Human						
280	Q14416	Metabotropic glutamate receptor 2	Swiss-Prot	GRM2	1.0	['hsa04072']	KEGG_2019_Human						
281	Q14344	Guanine nucleotide-binding protein subunit alpha-13	Swiss-Prot	GNA13	1.0	['hsa04072']	KEGG_2019_Human						
282	Q14332	Frizzled-2	Swiss-Prot	FZD2	1.0	['hsa04916']	KEGG_2019_Human						
283	Q14289	Protein-tyrosine kinase 2-beta	Swiss-Prot	PTK2B	1.0	['hsa04072']	KEGG_2019_Human						
284	Q14254	Flotillin-2	Swiss-Prot	FLOT2	1.0	['hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
285	Q14204	Cytoplasmic dynein 1 heavy chain 1	Swiss-Prot	DYNC1H1	1.0	['hsa04962']	KEGG_2019_Human						
286	Q14203	Dynactin subunit 1	Swiss-Prot	DCTN1	1.0	['hsa04962']	KEGG_2019_Human						
287	Q14031	Collagen alpha-6(IV) chain	Swiss-Prot	COL4A6	1.0	['hsa04926']	KEGG_2019_Human						
288	Q13976	cGMP-dependent protein kinase 1	Swiss-Prot	PRKG1	1.0	['hsa04923']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
289	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Swiss-Prot	CACNA1C	1.0	['hsa04727']	KEGG_2019_Human						
290	Q13905	Rap guanine nucleotide exchange factor 1	Swiss-Prot	RAPGEF1	1.0	['hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
291	Q13698	Voltage-dependent L-type calcium channel subunit alpha-1S	Swiss-Prot	CACNA1S	1.0	['hsa04727']	KEGG_2019_Human						
292	Q8WZA2	Rap guanine nucleotide exchange factor 4	Swiss-Prot	RAPGEF4	1.0	['hsa04072']	KEGG_2019_Human						
293	P06737	Glycogen phosphorylase, liver form	Swiss-Prot	PYGL	1.0	['hsa04910']	KEGG_2019_Human						
294	L7RT18		TrEMBL	CRK	1.0	['hsa04910']	KEGG_2019_Human						
295	Q9NSE2	Cytokine-inducible SH2-containing protein	Swiss-Prot	CISH	1.0	['hsa04917']	KEGG_2019_Human						
296	Q9UBV4	Protein Wnt-16	Swiss-Prot	WNT16	1.0	['hsa04916']	KEGG_2019_Human						
297	Q9UBS5	Gamma-aminobutyric acid type B receptor subunit 1	Swiss-Prot	GABBR1	1.0	['hsa04727']	KEGG_2019_Human						
298	A0A1X9RU27		TrEMBL	FOXO6	1.0	['hsa04068']	KEGG_2019_Human						
299	A0A384N611	Protein Wnt	TrEMBL		1.0	['hsa04916']	KEGG_2019_Human						
300	Q9UBE8	Serine/threonine-protein kinase NLK	Swiss-Prot	NLK	1.0	['hsa04068']	KEGG_2019_Human						
301	A7MBN3		TrEMBL	COL4A5	1.0	['hsa04926']	KEGG_2019_Human						
302	Q9P0T0		TrEMBL		1.0	['hsa04068']	KEGG_2019_Human						
303	A8K6I5	Signal transducer and activator of transcription	TrEMBL		1.0	['hsa04917']	KEGG_2019_Human						
304	Q9NYY3	Serine/threonine-protein kinase PLK2	Swiss-Prot	PLK2	1.0	['hsa04068']	KEGG_2019_Human						
305	Q9NYA1	Sphingosine kinase 1	Swiss-Prot	SPHK1	1.0	['hsa04072']	KEGG_2019_Human						
306	Q9NUQ2	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	Swiss-Prot	AGPAT5	1.0	['hsa04072']	KEGG_2019_Human						
307	Q9NSJ5		TrEMBL	DKFZp761J032	1.0	['hsa04962']	KEGG_2019_Human						
308	Q9NSD7	Relaxin-3 receptor 1	Swiss-Prot	RXFP3	1.0	['hsa04926']	KEGG_2019_Human						
309	Q9UEF7	Klotho	Swiss-Prot	KL	1.0	['hsa04211']	KEGG_2019_Human						
